site_id,data_hub,igbp,un_subregion,continent,first_year,last_year,span_years,n_years_valid_nee,pct_coverage,currently_selected,gez_name,gez_code
CZ-wet,European Fluxes Database;ICOS,WET,Eastern Europe,Europe,2006,2024,18,18,100,FALSE,Temperate continental forest,32
DE-Obe,CarboEuropeIP;European Fluxes Database,ENF,Western Europe,Europe,2008,2024,16,17,106.2,FALSE,Temperate mountain system,35
CH-Fru,CarboExtreme;European Fluxes Database;GHG-Europe;Swiss FluxNet,GRA,Western Europe,Europe,2005,2024,19,17,89.5,FALSE,Temperate oceanic forest,31
IT-MBo,European Fluxes Database;ICOS,GRA,Southern Europe,Europe,2003,2024,21,16,76.2,FALSE,Temperate oceanic forest,31
IT-BCi,European Fluxes Database;ICOS,CRO,Southern Europe,Europe,2004,2024,20,16,80,FALSE,Subtropical dry forest,22
IT-Tor,European Fluxes Database;ICOS,GRA,Southern Europe,Europe,2008,2024,16,15,93.8,FALSE,Temperate mountain system,35
FR-FBn,European Fluxes Database;ICOS,ENF,Western Europe,Europe,2008,2024,16,15,93.8,FALSE,Subtropical dry forest,22
CZ-Stn,European Fluxes Database,DBF,Eastern Europe,Europe,2010,2024,14,15,107.1,FALSE,Temperate continental forest,32
BE-Dor,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2011,2024,13,14,107.7,FALSE,Temperate oceanic forest,31
FI-Let,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2009,2024,15,13,86.7,FALSE,Boreal coniferous forest,41
DE-RuR,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2011,2024,13,13,100,FALSE,Temperate mountain system,35
CZ-RAJ,European Fluxes Database,ENF,Eastern Europe,Europe,2012,2024,12,13,108.3,FALSE,Temperate continental forest,32
CH-Rtb,European Fluxes Database,GRA,Western Europe,Europe,2009,2022,13,13,100,FALSE,Temperate mountain system,35
IT-TrF,European Fluxes Database;ICOS,DNF,Southern Europe,Europe,2012,2024,12,12,100,FALSE,Temperate mountain system,35
ES-LJu,NA,OSH,Southern Europe,Europe,2004,2024,20,12,60,FALSE,Subtropical dry forest,22
DE-RuS,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2011,2024,13,11,84.6,FALSE,Temperate oceanic forest,31
IT-SR2,European Fluxes Database;ICOS,ENF,Southern Europe,Europe,2013,2024,11,11,100,FALSE,Subtropical dry forest,22
DE-RuC,European Fluxes Database,OSH,Western Europe,Europe,2013,2024,11,11,100,FALSE,Temperate mountain system,35
FR-Bil,European Fluxes Database;ICOS,ENF,Western Europe,Europe,2014,2024,10,10,100,FALSE,Temperate oceanic forest,31
DE-HoH,European Fluxes Database;ICOS,DBF,Western Europe,Europe,2015,2024,9,10,111.1,FALSE,Temperate oceanic forest,31
NL-Vkp,European Fluxes Database,GRA,Western Europe,Europe,2014,2024,10,10,100,FALSE,Temperate oceanic forest,31
ES-LM2,European Fluxes Database,SAV,Southern Europe,Europe,2014,2024,10,10,100,FALSE,Subtropical dry forest,22
CZ-KrP,European Fluxes Database,CRO,Eastern Europe,Europe,2014,2023,9,10,111.1,FALSE,Temperate mountain system,35
CH-Aws,CarboExtreme;European Fluxes Database;GHG-Europe;Swiss FluxNet,GRA,Western Europe,Europe,2006,2024,18,10,55.6,FALSE,Temperate mountain system,35
SE-Svb,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2014,2024,10,9,90,FALSE,Boreal coniferous forest,41
FI-Var,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2016,2024,8,9,112.5,FALSE,Boreal coniferous forest,41
DE-RuW,European Fluxes Database;ICOS,ENF,Western Europe,Europe,2011,2024,13,9,69.2,FALSE,Temperate mountain system,35
DE-GsB,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2015,2024,9,9,100,FALSE,Temperate oceanic forest,31
CZ-Lnz,European Fluxes Database;ICOS,DBF,Eastern Europe,Europe,2015,2024,9,9,100,FALSE,Temperate continental forest,32
ES-LM1,European Fluxes Database,SAV,Southern Europe,Europe,2014,2024,10,9,90,FALSE,Subtropical dry forest,22
CH-Oe3,European Fluxes Database,GRA,Western Europe,Europe,2002,2011,9,9,100,FALSE,Temperate oceanic forest,31
FR-EM2,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2017,2024,7,8,114.3,FALSE,Temperate oceanic forest,31
RU-Fy2,European Fluxes Database,ENF,Eastern Europe,Europe,2015,2024,9,8,88.9,FALSE,Temperate continental forest,32
FR-Nzn,European Fluxes Database,GRA,Western Europe,Europe,2016,2024,8,8,100,FALSE,Temperate oceanic forest,31
EE-Stg,European Fluxes Database,ENF,Northern Europe,Europe,2016,2024,8,8,100,FALSE,Temperate continental forest,32
IT-Lsn,European Fluxes Database;ICOS,OSH,Southern Europe,Europe,2016,2024,8,7,87.5,FALSE,Temperate oceanic forest,31
FR-Tou,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2018,2024,6,7,116.7,FALSE,Temperate oceanic forest,31
FI-Ken,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2018,2024,6,7,116.7,FALSE,Boreal mountain system,43
DE-Kli,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2018,2024,6,7,116.7,FALSE,Temperate oceanic forest,31
BE-Maa,European Fluxes Database;ICOS,CSH,Western Europe,Europe,2016,2024,8,7,87.5,FALSE,Temperate oceanic forest,31
ES-Amo,NA,OSH,Southern Europe,Europe,2007,2019,12,7,58.3,FALSE,Subtropical dry forest,22
SE-Nor,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2018,2024,6,6,100,FALSE,Temperate continental forest,32
SE-Htm,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2018,2024,6,6,100,FALSE,Temperate oceanic forest,31
FR-Mej,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2019,2024,5,6,120,FALSE,Temperate oceanic forest,31
FI-Sii,European Fluxes Database;ICOS,WET,Northern Europe,Europe,2018,2024,6,6,100,FALSE,Boreal coniferous forest,41
NL-Hrw,European Fluxes Database,GRA,Western Europe,Europe,2001,2010,9,6,66.7,FALSE,Temperate oceanic forest,31
ES-Mcd,European Fluxes Database,EBF,Southern Europe,Europe,2018,2024,6,6,100,FALSE,Subtropical dry forest,22
ES-Hen,European Fluxes Database,ENF,Southern Europe,Europe,2019,2024,5,6,120,FALSE,Subtropical dry forest,22
ES-HeB,European Fluxes Database,ENF,Southern Europe,Europe,2019,2024,5,6,120,FALSE,Subtropical dry forest,22
DE-RuM,European Fluxes Database,CRO,Western Europe,Europe,2011,2019,8,6,75,FALSE,Temperate oceanic forest,31
SE-Deg,European Fluxes Database;ICOS,WET,Northern Europe,Europe,2019,2024,5,5,100,FALSE,Boreal coniferous forest,41
IT-BFt,European Fluxes Database;ICOS,DBF,Southern Europe,Europe,2019,2024,5,5,100,FALSE,Temperate oceanic forest,31
FR-Fon,European Fluxes Database;ICOS,DBF,Western Europe,Europe,2019,2024,5,5,100,FALSE,Temperate oceanic forest,31
ES-LMa,European Fluxes Database;ICOS,SAV,Southern Europe,Europe,2020,2024,4,5,125,FALSE,Subtropical dry forest,22
DE-Har,European Fluxes Database;ICOS,ENF,Western Europe,Europe,2020,2024,4,5,125,FALSE,Temperate oceanic forest,31
IT-Arz,European Fluxes Database,OSH,Southern Europe,Europe,2016,2024,8,5,62.5,FALSE,Temperate oceanic forest,31
FI-Qvd,European Fluxes Database,CRO,Northern Europe,Europe,2018,2023,5,5,100,FALSE,Temperate continental forest,32
ES-Cnd,European Fluxes Database,WSA,Southern Europe,Europe,2014,2021,7,5,71.4,FALSE,Subtropical dry forest,22
ES-Abr,European Fluxes Database,SAV,Southern Europe,Europe,2015,2020,5,5,100,FALSE,Subtropical dry forest,22
CZ-LnG,European Fluxes Database,GRA,Eastern Europe,Europe,2019,2024,5,5,100,FALSE,Temperate continental forest,32
IT-Cp2,European Fluxes Database;ICOS,MF,Southern Europe,Europe,2012,2024,12,4,33.3,FALSE,Subtropical dry forest,22
FR-CLt,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2019,2024,5,4,80,FALSE,Temperate mountain system,35
FR-Mau,European Fluxes Database;GHG-Europe,GRA,Western Europe,Europe,2005,2011,6,4,66.7,FALSE,Temperate oceanic forest,31
FI-Ruk,European Fluxes Database,CRO,Northern Europe,Europe,2020,2023,3,4,133.3,FALSE,Boreal coniferous forest,41
FI-Rk2,European Fluxes Database,ENF,Northern Europe,Europe,2020,2023,3,4,133.3,FALSE,Boreal coniferous forest,41
ES-Yst,NA,ENF,Southern Europe,Europe,2019,2024,5,4,80,FALSE,Subtropical dry forest,22
ES-Pzb,European Fluxes Database,GRA,Southern Europe,Europe,2020,2024,4,4,100,FALSE,Subtropical dry forest,22
ES-Gdn,European Fluxes Database;GHG-Europe,SAV,Southern Europe,Europe,2014,2021,7,4,57.1,FALSE,Subtropical dry forest,22
BE-Lcr,European Fluxes Database,DBF,Western Europe,Europe,2019,2022,3,4,133.3,FALSE,Temperate oceanic forest,31
AT-PsM,European Fluxes Database;LTER,WET,Western Europe,Europe,2015,2019,4,4,100,FALSE,Temperate mountain system,35
FR-Lam,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2021,2024,3,3,100,FALSE,Temperate oceanic forest,31
DK-Vng,European Fluxes Database;ICOS,CRO,Northern Europe,Europe,2020,2023,3,3,100,FALSE,Temperate oceanic forest,31
DE-Hzd,European Fluxes Database;ICOS,DBF,Western Europe,Europe,2022,2024,2,3,150,FALSE,Temperate oceanic forest,31
DE-Geb,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2020,2024,4,3,75,FALSE,Temperate continental forest,32
UK-BnB,European Fluxes Database,GRA,Northern Europe,Europe,2021,2024,3,3,100,FALSE,Temperate oceanic forest,31
NO-Fns,European Fluxes Database,SNO,Northern Europe,Europe,2017,2024,7,3,42.9,FALSE,Boreal mountain system,43
IT-NiG,European Fluxes Database,GRA,Southern Europe,Europe,2020,2024,4,3,75,FALSE,Temperate mountain system,35
IT-CA3,European Fluxes Database;GHG-Europe,DBF,Southern Europe,Europe,2011,2014,3,3,100,FALSE,Subtropical dry forest,22
IT-CA2,European Fluxes Database;GHG-Europe,CRO,Southern Europe,Europe,2011,2014,3,3,100,FALSE,Subtropical dry forest,22
IT-BsB,European Fluxes Database,DBF,Southern Europe,Europe,2021,2024,3,3,100,FALSE,Temperate mountain system,35
FI-Nsv,European Fluxes Database,CVM,Northern Europe,Europe,2021,2024,3,3,100,FALSE,Boreal coniferous forest,41
ES-Crg,European Fluxes Database,CSH,Southern Europe,Europe,2021,2024,3,3,100,FALSE,Subtropical dry forest,22
DE-Rns,European Fluxes Database,CRO,Western Europe,Europe,2021,2024,3,3,100,FALSE,Temperate oceanic forest,31
CH-Rh2,European Fluxes Database,GRA,Western Europe,Europe,2018,2021,3,3,100,FALSE,Temperate oceanic forest,31
CH-Rh1,European Fluxes Database,GRA,Western Europe,Europe,2018,2021,3,3,100,FALSE,Temperate oceanic forest,31
AT-Mmg,European Fluxes Database,ENF,Western Europe,Europe,2021,2024,3,3,100,FALSE,Temperate mountain system,35
SE-Sto,European Fluxes Database;ICOS,WET,Northern Europe,Europe,2022,2024,2,2,100,FALSE,Boreal mountain system,43
IT-Noe,European Fluxes Database;ICOS,CSH,Southern Europe,Europe,2022,2024,2,2,100,FALSE,Subtropical dry forest,22
FR-Lus,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2022,2024,2,2,100,FALSE,Temperate oceanic forest,31
FR-Lqu,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2022,2024,2,2,100,FALSE,Temperate mountain system,35
DK-Skj,European Fluxes Database;ICOS,WET,Northern Europe,Europe,2020,2022,2,2,100,FALSE,Temperate oceanic forest,31
DK-RCW,European Fluxes Database;ICOS,DBF,Northern Europe,Europe,2023,2024,1,2,200,FALSE,Temperate oceanic forest,31
DE-Msr,European Fluxes Database;ICOS,ENF,Western Europe,Europe,2020,2024,4,2,50,FALSE,Temperate oceanic forest,31
DE-Amv,European Fluxes Database;ICOS,WET,Western Europe,Europe,2023,2024,1,2,200,FALSE,Temperate oceanic forest,31
UK-Gwr,European Fluxes Database,GRA,Northern Europe,Europe,2022,2024,2,2,100,FALSE,Temperate oceanic forest,31
UK-Gnn,European Fluxes Database,GRA,Northern Europe,Europe,2022,2024,2,2,100,FALSE,Temperate oceanic forest,31
UK-GaB,European Fluxes Database,GRA,Northern Europe,Europe,2022,2024,2,2,100,FALSE,Temperate oceanic forest,31
UK-CCr,European Fluxes Database,GRA,Northern Europe,Europe,2022,2024,2,2,100,FALSE,Temperate oceanic forest,31
SE-Trb,European Fluxes Database,WET,Northern Europe,Europe,2021,2023,2,2,100,FALSE,Boreal coniferous forest,41
RU-Fy4,European Fluxes Database,WET,Eastern Europe,Europe,2015,2020,5,2,40,FALSE,Temperate continental forest,32
RU-Ch2,European Fluxes Database;PAGE21,WET,Eastern Europe,Europe,2014,2021,7,2,28.6,FALSE,Boreal tundra woodland,42
IT-CA1,European Fluxes Database;GHG-Europe,DBF,Southern Europe,Europe,2011,2014,3,2,66.7,FALSE,Subtropical dry forest,22
ES-VDA,CarboEuropeIP;Carbomont;European Fluxes Database,GRA,Southern Europe,Europe,2022,2024,2,2,100,FALSE,Subtropical dry forest,22
EE-Pts,European Fluxes Database;GHG-Europe,WET,Northern Europe,Europe,2022,2024,2,2,100,FALSE,Temperate continental forest,32
CH-Crs,European Fluxes Database,GRA,Western Europe,Europe,2015,2016,1,2,200,FALSE,Temperate oceanic forest,31
AT-Zoe,European Fluxes Database;LTER,MF,Western Europe,Europe,2014,2024,10,2,20,FALSE,Temperate mountain system,35
NO-Hur,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2023,2024,1,1,100,FALSE,Boreal coniferous forest,41
FI-Sod,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2023,2024,1,1,100,FALSE,Boreal coniferous forest,41
FI-Ant,European Fluxes Database;ICOS,CRO,Northern Europe,Europe,2022,2022,0,1,NA,FALSE,Boreal coniferous forest,41
DK-Gds,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2020,2022,2,1,50,FALSE,Temperate oceanic forest,31
DE-Gwg,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2023,2024,1,1,100,FALSE,Temperate mountain system,35
DE-Fen,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2023,2024,1,1,100,FALSE,Temperate mountain system,35
DE-Brs,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2023,2024,1,1,100,FALSE,Temperate oceanic forest,31
UK-HpF,European Fluxes Database,CRO,Northern Europe,Europe,2023,2024,1,1,100,FALSE,Temperate oceanic forest,31
UK-HgF,European Fluxes Database,GRA,Northern Europe,Europe,2023,2024,1,1,100,FALSE,Temperate oceanic forest,31
UK-Cvn,European Fluxes Database,GRA,Northern Europe,Europe,2023,2024,1,1,100,FALSE,Temperate oceanic forest,31
NO-Ikr,European Fluxes Database,WET,Northern Europe,Europe,2019,2022,3,1,33.3,FALSE,Boreal mountain system,43
FI-Sar,European Fluxes Database,CRO,Northern Europe,Europe,2022,2022,0,1,NA,FALSE,Boreal coniferous forest,41
FI-Pap,European Fluxes Database,CRO,Northern Europe,Europe,2022,2022,0,1,NA,FALSE,Boreal coniferous forest,41
ES-Mzn,European Fluxes Database,EBF,Southern Europe,Europe,2023,2024,1,1,100,FALSE,Subtropical dry forest,22
EE-Rng,European Fluxes Database;GHG-Europe,WET,Northern Europe,Europe,2023,2024,1,1,100,FALSE,Temperate continental forest,32
DE-SbM,European Fluxes Database,WET,Western Europe,Europe,2023,2024,1,1,100,FALSE,Temperate mountain system,35
DE-Akm,European Fluxes Database,WET,Western Europe,Europe,2009,2024,15,1,6.7,FALSE,Temperate oceanic forest,31
CH-Tnk,European Fluxes Database,CRO,Western Europe,Europe,2024,2024,0,1,NA,FALSE,Temperate oceanic forest,31
AU-How,OzFlux,WSA,Australia and New Zealand,Oceania,2002,2025,23,20,87,TRUE,Tropical dry forest,13
AU-DaS,OzFlux,WSA,Australia and New Zealand,Oceania,2007,2025,18,16,88.9,TRUE,Tropical dry forest,13
AU-Stp,OzFlux,GRA,Australia and New Zealand,Oceania,2008,2025,17,14,82.4,TRUE,Tropical desert,15
AU-Cpr,TERN,WSA,Australia and New Zealand,Oceania,2010,2025,15,13,86.7,FALSE,Subtropical steppe,23
AU-Cow,OzFlux,EBF,Australia and New Zealand,Oceania,2009,2025,16,13,81.2,TRUE,Tropical rainforest,11
AU-Cum,TERN,EBF,Australia and New Zealand,Oceania,2014,2025,11,12,109.1,FALSE,Subtropical humid forest,21
AU-Gin,OzFlux,EBF,Australia and New Zealand,Oceania,2011,2025,14,12,85.7,FALSE,Subtropical dry forest,22
AU-Rob,OzFlux,EBF,Australia and New Zealand,Oceania,2013,2025,12,11,91.7,FALSE,Tropical rainforest,11
AU-GWW,OzFlux,EBF,Australia and New Zealand,Oceania,2013,2025,12,11,91.7,FALSE,Subtropical desert,24
AU-ASM,TERN,SAV,Australia and New Zealand,Oceania,2010,2025,15,11,73.3,FALSE,Tropical desert,15
AU-Ync,OzFlux,GRA,Australia and New Zealand,Oceania,2012,2025,13,10,76.9,FALSE,Subtropical steppe,23
AU-Dry,OzFlux,WSA,Australia and New Zealand,Oceania,2009,2025,16,9,56.2,TRUE,Tropical shrubland,14
AU-Whr,OzFlux,EBF,Australia and New Zealand,Oceania,2011,2025,14,8,57.1,FALSE,Subtropical steppe,23
AU-Ctr,OzFlux,EBF,Australia and New Zealand,Oceania,2010,2018,8,7,87.5,FALSE,Tropical rainforest,11
NZ-Lau,OzFlux,GRA,Australia and New Zealand,Oceania,2019,2025,6,6,100,FALSE,Temperate oceanic forest,31
AU-Boy,TERN,EBF,Australia and New Zealand,Oceania,2017,2025,8,6,75,FALSE,Subtropical steppe,23
AU-Lit,TERN,WSA,Australia and New Zealand,Oceania,2015,2025,10,6,60,FALSE,Tropical dry forest,13
NZ-ADw,OzFlux,GRA,Australia and New Zealand,Oceania,2015,2022,7,6,85.7,FALSE,Temperate oceanic forest,31
AU-Sam,OzFlux,GRA,Australia and New Zealand,Oceania,2010,2017,7,6,85.7,FALSE,Subtropical humid forest,21
AU-Rgf,OzFlux,CVM,Australia and New Zealand,Oceania,2015,2025,10,6,60,FALSE,Subtropical steppe,23
AU-Rig,OzFlux,GRA,Australia and New Zealand,Oceania,2011,2017,6,5,83.3,FALSE,Subtropical steppe,23
NZ-Oxf,OzFlux,GRA,Australia and New Zealand,Oceania,2006,2010,4,5,125,FALSE,Temperate oceanic forest,31
AU-Sil,OzFlux,GRA,Australia and New Zealand,Oceania,2019,2024,5,5,100,FALSE,Temperate mountain system,35
NZ-ScF,OzFlux,GRA,Australia and New Zealand,Oceania,2008,2011,3,4,133.3,FALSE,Subtropical humid forest,21
NZ-Kop,OzFlux,WET,Australia and New Zealand,Oceania,2012,2015,3,4,133.3,FALSE,Subtropical humid forest,21
NZ-ADd,OzFlux,GRA,Australia and New Zealand,Oceania,2016,2020,4,4,100,FALSE,Temperate oceanic forest,31
AU-Wom,TERN,EBF,Australia and New Zealand,Oceania,2010,2025,15,4,26.7,FALSE,Subtropical steppe,23
AU-APL,OzFlux,WET,Australia and New Zealand,Oceania,2017,2022,5,4,80,FALSE,Temperate mountain system,35
AU-DaP,OzFlux,GRA,Australia and New Zealand,Oceania,2008,2013,5,4,80,FALSE,Tropical dry forest,13
AU-Fle,OzFlux,WSA,Australia and New Zealand,Oceania,2022,2025,3,3,100,FALSE,Tropical shrubland,14
AU-Otw,OzFlux,GRA,Australia and New Zealand,Oceania,2007,2010,3,3,100,FALSE,Temperate oceanic forest,31
AU-Lon,OzFlux,GRA,Australia and New Zealand,Oceania,2018,2024,6,3,50,FALSE,Tropical desert,15
VU-Coc,NA,EBF,Melanesia,Oceania,2001,2004,3,2,66.7,FALSE,Tropical rainforest,11
AU-Wrr,OzFlux,EBF,Australia and New Zealand,Oceania,2013,2021,8,2,25,FALSE,Temperate mountain system,35
AU-Wel,OzFlux,GRA,Australia and New Zealand,Oceania,2024,2025,1,2,200,FALSE,Subtropical steppe,23
AU-Ya1,OzFlux,GRA,Australia and New Zealand,Oceania,2023,2025,2,2,100,FALSE,Subtropical humid forest,21
NZ-BFm,OzFlux,GRA,Australia and New Zealand,Oceania,2012,2015,3,2,66.7,FALSE,Temperate oceanic forest,31
AU-Emr,OzFlux,GRA,Australia and New Zealand,Oceania,2011,2013,2,2,100,FALSE,Tropical shrubland,14
AU-Ya2,OzFlux,GRA,Australia and New Zealand,Oceania,2023,2025,2,2,100,FALSE,Subtropical humid forest,21
NZ-Cla,OzFlux,GRA,Australia and New Zealand,Oceania,2022,2025,3,2,66.7,FALSE,Temperate oceanic forest,31
NZ-BFu,OzFlux,GRA,Australia and New Zealand,Oceania,2012,2014,2,1,50,FALSE,Temperate oceanic forest,31
AU-RDF,OzFlux,WSA,Australia and New Zealand,Oceania,2011,2013,2,1,50,FALSE,Tropical dry forest,13
AU-Fog,OzFlux,GRA,Australia and New Zealand,Oceania,2006,2008,2,1,50,FALSE,Tropical dry forest,13
AU-Sno,OzFlux,EBF,Australia and New Zealand,Oceania,2024,2025,1,1,100,FALSE,Temperate mountain system,35
AU-Ade,OzFlux,WSA,Australia and New Zealand,Oceania,2007,2009,2,1,50,FALSE,Tropical dry forest,13
AU-MvB,OzFlux,CRO,Australia and New Zealand,Oceania,2024,2024,0,1,NA,FALSE,Subtropical steppe,23
AU-MvA,OzFlux,CRO,Australia and New Zealand,Oceania,2023,2024,1,1,100,FALSE,Subtropical steppe,23
