site_id,data_hub,igbp,un_subregion,continent,first_year,last_year,span_years,n_years_valid_nee,pct_coverage,currently_selected,gez_name,gez_code,kg_class,kg_second,kg_main,mat_worldclim,map_worldclim,aridity_index,aridity_class
BE-Maa,European Fluxes Database;ICOS,CSH,Western Europe,Europe,2016,2024,8,7,87.5,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,9.834333419799805,757,1.0838,Humid
ES-Amo,NA,OSH,Southern Europe,Europe,2007,2019,12,7,58.3,FALSE,Subtropical dry forest,22,NA,NA,NA,17.795333862304688,219,0.153,Arid
SE-Nor,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2018,2024,6,6,100,FALSE,Temperate continental forest,32,Dfb,Df,D,5.476333141326904,599,1.0546,Humid
SE-Htm,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2018,2024,6,6,100,FALSE,Temperate oceanic forest,31,Dfb,Df,D,7.055833339691162,864,1.4569,Humid
FR-Mej,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2019,2024,5,6,120,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,11.532833099365234,742,0.9462,Humid
FI-Sii,European Fluxes Database;ICOS,WET,Northern Europe,Europe,2018,2024,6,6,100,FALSE,Boreal coniferous forest,41,Dfc,Df,D,3.191833257675171,665,1.2971,Humid
NL-Hrw,European Fluxes Database,GRA,Western Europe,Europe,2001,2010,9,6,66.7,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,9.689000129699709,800,1.1819,Humid
ES-Mcd,European Fluxes Database,EBF,Southern Europe,Europe,2018,2024,6,6,100,FALSE,Subtropical dry forest,22,NA,NA,NA,17.003000259399414,427,0.322,Semi-arid
ES-Hen,European Fluxes Database,ENF,Southern Europe,Europe,2019,2024,5,6,120,FALSE,Subtropical dry forest,22,BSk,BS,B,15.595333099365234,329,0.2199,Semi-arid
ES-HeB,European Fluxes Database,ENF,Southern Europe,Europe,2019,2024,5,6,120,FALSE,Subtropical dry forest,22,BSk,BS,B,15.262666702270508,339,0.2363,Semi-arid
DE-RuM,European Fluxes Database,CRO,Western Europe,Europe,2011,2019,8,6,75,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,10.116666793823242,719,0.9964,Humid
SE-Deg,European Fluxes Database;ICOS,WET,Northern Europe,Europe,2019,2024,5,5,100,FALSE,Boreal coniferous forest,41,Dfc,Df,D,1.8295000791549685,608,1.3212,Humid
IT-BFt,European Fluxes Database;ICOS,DBF,Southern Europe,Europe,2019,2024,5,5,100,FALSE,Temperate oceanic forest,31,BSk,BS,B,12.965999603271484,678,0.7621,Humid
FR-Fon,European Fluxes Database;ICOS,DBF,Western Europe,Europe,2019,2024,5,5,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,10.64716625213623,627,0.8134,Humid
ES-LMa,European Fluxes Database;ICOS,SAV,Southern Europe,Europe,2020,2024,4,5,125,FALSE,Subtropical dry forest,22,BSk,BS,B,15.864666938781738,465,0.3694,Semi-arid
DE-Har,European Fluxes Database;ICOS,ENF,Western Europe,Europe,2020,2024,4,5,125,FALSE,Temperate oceanic forest,31,NA,NA,NA,10.568333625793455,797,1.0066,Humid
IT-Arz,European Fluxes Database,OSH,Southern Europe,Europe,2016,2024,8,5,62.5,FALSE,Temperate oceanic forest,31,Cfa,Cf,C,12.32533359527588,935,1.1293,Humid
FI-Qvd,European Fluxes Database,CRO,Northern Europe,Europe,2018,2023,5,5,100,FALSE,Temperate continental forest,32,Dfb,Df,D,5.244166851043701,677,1.1604,Humid
ES-Cnd,European Fluxes Database,WSA,Southern Europe,Europe,2014,2021,7,5,71.4,FALSE,Subtropical dry forest,22,NA,NA,NA,16.734500885009766,368,0.2401,Semi-arid
ES-Abr,European Fluxes Database,SAV,Southern Europe,Europe,2015,2020,5,5,100,FALSE,Subtropical dry forest,22,NA,NA,NA,16.33016586303711,559,0.3789,Semi-arid
CZ-LnG,European Fluxes Database,GRA,Eastern Europe,Europe,2019,2024,5,5,100,FALSE,Temperate continental forest,32,NA,NA,NA,9.811833381652832,647,0.7319,Humid
IT-Cp2,European Fluxes Database;ICOS,MF,Southern Europe,Europe,2012,2024,12,4,33.3,FALSE,Subtropical dry forest,22,Csa,Cs,C,15.624479293823242,752,0.7262,Humid
FR-CLt,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2019,2024,5,4,80,FALSE,Temperate mountain system,35,Dfc,Df,D,0.990333378314972,1403,1.9124,Humid
FR-Mau,European Fluxes Database;GHG-Europe,GRA,Western Europe,Europe,2005,2011,6,4,66.7,FALSE,Temperate oceanic forest,31,NA,NA,NA,12.630000114440918,776,0.8075,Humid
FI-Ruk,European Fluxes Database,CRO,Northern Europe,Europe,2020,2023,3,4,133.3,FALSE,Boreal coniferous forest,41,Dfc,Df,D,1.9723334312438965,518,1.0631,Humid
FI-Rk2,European Fluxes Database,ENF,Northern Europe,Europe,2020,2023,3,4,133.3,FALSE,Boreal coniferous forest,41,Dfc,Df,D,3.515166759490967,643,1.2139,Humid
ES-Yst,NA,ENF,Southern Europe,Europe,2019,2024,5,4,80,FALSE,Subtropical dry forest,22,Csa,Cs,C,12.617833137512209,451,0.3185,Semi-arid
ES-Pzb,European Fluxes Database,GRA,Southern Europe,Europe,2020,2024,4,4,100,FALSE,Subtropical dry forest,22,Csa,Cs,C,14.789999961853027,571,0.4154,Semi-arid
ES-Gdn,European Fluxes Database;GHG-Europe,SAV,Southern Europe,Europe,2014,2021,7,4,57.1,FALSE,Subtropical dry forest,22,NA,NA,NA,16.734500885009766,368,0.2401,Semi-arid
BE-Lcr,European Fluxes Database,DBF,Western Europe,Europe,2019,2022,3,4,133.3,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,10.481499671936035,782,1.0873,Humid
AT-PsM,European Fluxes Database;LTER,WET,Western Europe,Europe,2015,2019,4,4,100,FALSE,Temperate mountain system,35,Dfb,Df,D,5.060333251953125,1165,1.2787,Humid
FR-Lam,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2021,2024,3,3,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,12.656000137329102,771,0.8122,Humid
DK-Vng,European Fluxes Database;ICOS,CRO,Northern Europe,Europe,2020,2023,3,3,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,7.793666839599609,822,1.3362,Humid
DE-Hzd,European Fluxes Database;ICOS,DBF,Western Europe,Europe,2022,2024,2,3,150,FALSE,Temperate oceanic forest,31,Dfb,Df,D,8.241000175476074,759,1.0455,Humid
DE-Geb,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2020,2024,4,3,75,FALSE,Temperate continental forest,32,Cfb,Cf,C,8.939499855041504,500,0.6897,Humid
UK-BnB,European Fluxes Database,GRA,Northern Europe,Europe,2021,2024,3,3,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,9.328499794006348,1138,1.9463,Humid
NO-Fns,European Fluxes Database,SNO,Northern Europe,Europe,2017,2024,7,3,42.9,FALSE,Boreal mountain system,43,ET,ET,E,-2.128333330154419,1264,3.2604,Humid
IT-NiG,European Fluxes Database,GRA,Southern Europe,Europe,2020,2024,4,3,75,FALSE,Temperate mountain system,35,NA,NA,NA,-0.49316659569740295,1440,2.4105,Humid
IT-CA3,European Fluxes Database;GHG-Europe,DBF,Southern Europe,Europe,2011,2014,3,3,100,FALSE,Subtropical dry forest,22,NA,NA,NA,14.48900032043457,332,0.3064,Semi-arid
IT-CA2,European Fluxes Database;GHG-Europe,CRO,Southern Europe,Europe,2011,2014,3,3,100,FALSE,Subtropical dry forest,22,NA,NA,NA,14.48900032043457,332,0.2999,Semi-arid
IT-BsB,European Fluxes Database,DBF,Southern Europe,Europe,2021,2024,3,3,100,FALSE,Temperate mountain system,35,NA,NA,NA,7.318999767303467,986,0.9857,Humid
FI-Nsv,European Fluxes Database,CVM,Northern Europe,Europe,2021,2024,3,3,100,FALSE,Boreal coniferous forest,41,Dfc,Df,D,2.506166458129883,607,1.2251,Humid
ES-Crg,European Fluxes Database,CSH,Southern Europe,Europe,2021,2024,3,3,100,FALSE,Subtropical dry forest,22,NA,NA,NA,12.764833450317385,410,0.3481,Semi-arid
DE-Rns,European Fluxes Database,CRO,Western Europe,Europe,2021,2024,3,3,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,8.846166610717773,655,0.9207,Humid
CH-Rh2,European Fluxes Database,GRA,Western Europe,Europe,2018,2021,3,3,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,7.799999713897705,1351,2.3046,Humid
CH-Rh1,European Fluxes Database,GRA,Western Europe,Europe,2018,2021,3,3,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,7.799999713897705,1351,2.3046,Humid
AT-Mmg,European Fluxes Database,ENF,Western Europe,Europe,2021,2024,3,3,100,FALSE,Temperate mountain system,35,Cfb,Cf,C,7.374833106994629,1150,1.5964,Humid
SE-Sto,European Fluxes Database;ICOS,WET,Northern Europe,Europe,2022,2024,2,2,100,FALSE,Boreal mountain system,43,Dfc,Df,D,-0.8321665525436401,379,0.9666,Humid
IT-Noe,European Fluxes Database;ICOS,CSH,Southern Europe,Europe,2022,2024,2,2,100,FALSE,Subtropical dry forest,22,Csa,Cs,C,15.618402481079102,758,0.6914,Humid
FR-Lus,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2022,2024,2,2,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,11.36050033569336,835,0.9622,Humid
FR-Lqu,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2022,2024,2,2,100,FALSE,Temperate mountain system,35,Cfb,Cf,C,7.62066650390625,904,1.1932,Humid
DK-Skj,European Fluxes Database;ICOS,WET,Northern Europe,Europe,2020,2022,2,2,100,FALSE,Temperate oceanic forest,31,NA,NA,NA,9.22826099395752,813,1.1761,Humid
DK-RCW,European Fluxes Database;ICOS,DBF,Northern Europe,Europe,2023,2024,1,2,200,FALSE,Temperate oceanic forest,31,Dfb,Df,D,8.243749618530273,606,0.9292,Humid
DE-Msr,European Fluxes Database;ICOS,ENF,Western Europe,Europe,2020,2024,4,2,50,FALSE,Temperate oceanic forest,31,Dfb,Df,D,8.302833557128906,1146,1.594,Humid
DE-Amv,European Fluxes Database;ICOS,WET,Western Europe,Europe,2023,2024,1,2,200,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,9.33133316040039,773,1.1929,Humid
UK-Gwr,European Fluxes Database,GRA,Northern Europe,Europe,2022,2024,2,2,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,7.784666538238525,1278,2.2979,Humid
UK-Gnn,European Fluxes Database,GRA,Northern Europe,Europe,2022,2024,2,2,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,8.599499702453613,1449,2.3689,Humid
UK-GaB,European Fluxes Database,GRA,Northern Europe,Europe,2022,2024,2,2,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,9.34433364868164,1170,1.9461,Humid
UK-CCr,European Fluxes Database,GRA,Northern Europe,Europe,2022,2024,2,2,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,8.765999794006348,1482,2.6162,Humid
SE-Trb,European Fluxes Database,WET,Northern Europe,Europe,2021,2023,2,2,100,FALSE,Boreal coniferous forest,41,Dfc,Df,D,1.9298332929611208,630,1.3809,Humid
RU-Fy4,European Fluxes Database,WET,Eastern Europe,Europe,2015,2020,5,2,40,FALSE,Temperate continental forest,32,NA,NA,NA,4.512833595275879,690,1.1376,Humid
RU-Ch2,European Fluxes Database;PAGE21,WET,Eastern Europe,Europe,2014,2021,7,2,28.6,FALSE,Boreal tundra woodland,42,NA,NA,NA,-11.518667221069336,171,0.3815,Semi-arid
IT-CA1,European Fluxes Database;GHG-Europe,DBF,Southern Europe,Europe,2011,2014,3,2,66.7,FALSE,Subtropical dry forest,22,NA,NA,NA,14.48900032043457,332,0.2999,Semi-arid
ES-VDA,CarboEuropeIP;Carbomont;European Fluxes Database,GRA,Southern Europe,Europe,2022,2024,2,2,100,FALSE,Subtropical dry forest,22,NA,NA,NA,7.90233325958252,974,1.0477,Humid
EE-Pts,European Fluxes Database;GHG-Europe,WET,Northern Europe,Europe,2022,2024,2,2,100,FALSE,Temperate continental forest,32,Dfb,Df,D,6.125833034515381,684,1.0753,Humid
CH-Crs,European Fluxes Database,GRA,Western Europe,Europe,2015,2016,1,2,200,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,8.440500259399414,1016,1.2984,Humid
AT-Zoe,European Fluxes Database;LTER,MF,Western Europe,Europe,2014,2024,10,2,20,FALSE,Temperate mountain system,35,Dfb,Df,D,7.267666816711426,936,1.4725,Humid
NO-Hur,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2023,2024,1,1,100,FALSE,Boreal coniferous forest,41,NA,NA,NA,4.293333530426025,765,1.4425,Humid
FI-Sod,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2023,2024,1,1,100,FALSE,Boreal coniferous forest,41,Dfc,Df,D,-0.8236667513847351,514,1.2008,Humid
FI-Ant,European Fluxes Database;ICOS,CRO,Northern Europe,Europe,2022,2022,0,1,NA,FALSE,Boreal coniferous forest,41,NA,NA,NA,2.816833257675171,607,1.1934,Humid
DK-Gds,European Fluxes Database;ICOS,ENF,Northern Europe,Europe,2020,2022,2,1,50,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,7.440999984741211,795,1.3299,Humid
DE-Gwg,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2023,2024,1,1,100,FALSE,Temperate mountain system,35,Dfb,Df,D,6.117166519165039,1331,2.0112,Humid
DE-Fen,European Fluxes Database;ICOS,GRA,Western Europe,Europe,2023,2024,1,1,100,FALSE,Temperate mountain system,35,Dfb,Df,D,7.899666786193848,1131,1.5774,Humid
DE-Brs,European Fluxes Database;ICOS,CRO,Western Europe,Europe,2023,2024,1,1,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,9.102999687194824,624,0.8811,Humid
UK-HpF,European Fluxes Database,CRO,Northern Europe,Europe,2023,2024,1,1,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,9.678333282470703,581,0.8132,Humid
UK-HgF,European Fluxes Database,GRA,Northern Europe,Europe,2023,2024,1,1,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,9.872833251953123,616,0.8812,Humid
UK-Cvn,European Fluxes Database,GRA,Northern Europe,Europe,2023,2024,1,1,100,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,10.004833221435549,551,0.7827,Humid
NO-Ikr,European Fluxes Database,WET,Northern Europe,Europe,2019,2022,3,1,33.3,FALSE,Boreal mountain system,43,Dfc,Df,D,-2.486999988555908,429,1.1909,Humid
FI-Sar,European Fluxes Database,CRO,Northern Europe,Europe,2022,2022,0,1,NA,FALSE,Boreal coniferous forest,41,NA,NA,NA,2.7890000343322754,606,1.2007,Humid
FI-Pap,European Fluxes Database,CRO,Northern Europe,Europe,2022,2022,0,1,NA,FALSE,Boreal coniferous forest,41,NA,NA,NA,2.816833257675171,607,1.1931,Humid
ES-Mzn,European Fluxes Database,EBF,Southern Europe,Europe,2023,2024,1,1,100,FALSE,Subtropical dry forest,22,NA,NA,NA,11.321332931518556,424,0.3816,Semi-arid
EE-Rng,European Fluxes Database;GHG-Europe,WET,Northern Europe,Europe,2023,2024,1,1,100,FALSE,Temperate continental forest,32,Dfb,Df,D,5.238500118255615,647,1.084,Humid
DE-SbM,European Fluxes Database,WET,Western Europe,Europe,2023,2024,1,1,100,FALSE,Temperate mountain system,35,Cfb,Cf,C,5.118666648864746,1500,2.5785,Humid
DE-Akm,European Fluxes Database,WET,Western Europe,Europe,2009,2024,15,1,6.7,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,8.43066692352295,563,0.8564,Humid
CH-Tnk,European Fluxes Database,CRO,Western Europe,Europe,2024,2024,0,1,NA,FALSE,Temperate oceanic forest,31,Cfb,Cf,C,8.494999885559082,1094,1.5312,Humid
AU-How,OzFlux,WSA,Australia and New Zealand,Oceania,2002,2025,23,20,87,TRUE,Tropical dry forest,13,NA,NA,NA,27.093000411987305,1647,0.8719,Humid
AU-DaS,OzFlux,WSA,Australia and New Zealand,Oceania,2007,2025,18,16,88.9,TRUE,Tropical dry forest,13,NA,NA,NA,27.1336669921875,1140,0.5692,Dry sub-humid
AU-Stp,OzFlux,GRA,Australia and New Zealand,Oceania,2008,2025,17,14,82.4,TRUE,Tropical desert,15,NA,NA,NA,26.384166717529297,641,0.2741,Semi-arid
AU-Cpr,TERN,WSA,Australia and New Zealand,Oceania,2010,2025,15,13,86.7,FALSE,Subtropical steppe,23,NA,NA,NA,17.387332916259766,268,0.1442,Arid
AU-Cow,OzFlux,EBF,Australia and New Zealand,Oceania,2009,2025,16,13,81.2,TRUE,Tropical rainforest,11,NA,NA,NA,24.188499450683594,3105,2.333,Humid
AU-Cum,TERN,EBF,Australia and New Zealand,Oceania,2014,2025,11,12,109.1,FALSE,Subtropical humid forest,21,NA,NA,NA,17.332666397094727,843,0.6305,Dry sub-humid
AU-Gin,OzFlux,EBF,Australia and New Zealand,Oceania,2011,2025,14,12,85.7,FALSE,Subtropical dry forest,22,NA,NA,NA,18.438499450683594,699,0.3746,Semi-arid
AU-Rob,OzFlux,EBF,Australia and New Zealand,Oceania,2013,2025,12,11,91.7,FALSE,Tropical rainforest,11,NA,NA,NA,20.53066635131836,2634,1.8353,Humid
AU-GWW,OzFlux,EBF,Australia and New Zealand,Oceania,2013,2025,12,11,91.7,FALSE,Subtropical desert,24,NA,NA,NA,18.808500289916992,264,0.125,Arid
AU-ASM,TERN,SAV,Australia and New Zealand,Oceania,2010,2025,15,11,73.3,FALSE,Tropical desert,15,NA,NA,NA,22.61933326721191,366,0.1457,Arid
AU-Ync,OzFlux,GRA,Australia and New Zealand,Oceania,2012,2025,13,10,76.9,FALSE,Subtropical steppe,23,NA,NA,NA,16.570833206176758,435,0.273,Semi-arid
AU-Dry,OzFlux,WSA,Australia and New Zealand,Oceania,2009,2025,16,9,56.2,TRUE,Tropical shrubland,14,NA,NA,NA,26.81366729736328,854,0.4025,Semi-arid
AU-Whr,OzFlux,EBF,Australia and New Zealand,Oceania,2011,2025,14,8,57.1,FALSE,Subtropical steppe,23,NA,NA,NA,14.91433334350586,581,0.4179,Semi-arid
AU-Ctr,OzFlux,EBF,Australia and New Zealand,Oceania,2010,2018,8,7,87.5,FALSE,Tropical rainforest,11,NA,NA,NA,22.73316764831543,3102,2.3844,Humid
NZ-Lau,OzFlux,GRA,Australia and New Zealand,Oceania,2019,2025,6,6,100,FALSE,Temperate oceanic forest,31,NA,NA,NA,9.46833324432373,591,0.687,Humid
AU-Boy,TERN,EBF,Australia and New Zealand,Oceania,2017,2025,8,6,75,FALSE,Subtropical steppe,23,NA,NA,NA,16.42133331298828,469,0.2709,Semi-arid
AU-Lit,TERN,WSA,Australia and New Zealand,Oceania,2015,2025,10,6,60,FALSE,Tropical dry forest,13,NA,NA,NA,26.29700088500977,1585,0.8601,Humid
NZ-ADw,OzFlux,GRA,Australia and New Zealand,Oceania,2015,2022,7,6,85.7,FALSE,Temperate oceanic forest,31,NA,NA,NA,11.748000144958496,660,0.6452,Dry sub-humid
AU-Sam,OzFlux,GRA,Australia and New Zealand,Oceania,2010,2017,7,6,85.7,FALSE,Subtropical humid forest,21,NA,NA,NA,19.305500030517575,1233,0.8177,Humid
AU-Rgf,OzFlux,CVM,Australia and New Zealand,Oceania,2015,2025,10,6,60,FALSE,Subtropical steppe,23,NA,NA,NA,16.651166915893555,456,0.2639,Semi-arid
AU-Rig,OzFlux,GRA,Australia and New Zealand,Oceania,2011,2017,6,5,83.3,FALSE,Subtropical steppe,23,NA,NA,NA,15.114333152770996,618,0.4302,Semi-arid
NZ-Oxf,OzFlux,GRA,Australia and New Zealand,Oceania,2006,2010,4,5,125,FALSE,Temperate oceanic forest,31,NA,NA,NA,10.900166511535645,903,0.9434,Humid
AU-Sil,OzFlux,GRA,Australia and New Zealand,Oceania,2019,2024,5,5,100,FALSE,Temperate mountain system,35,NA,NA,NA,7.790666580200195,827,1.0133,Humid
NZ-ScF,OzFlux,GRA,Australia and New Zealand,Oceania,2008,2011,3,4,133.3,FALSE,Subtropical humid forest,21,NA,NA,NA,14.23366641998291,1269,1.3041,Humid
NZ-Kop,OzFlux,WET,Australia and New Zealand,Oceania,2012,2015,3,4,133.3,FALSE,Subtropical humid forest,21,NA,NA,NA,14.024499893188477,1337,1.3337,Humid
NZ-ADd,OzFlux,GRA,Australia and New Zealand,Oceania,2016,2020,4,4,100,FALSE,Temperate oceanic forest,31,NA,NA,NA,11.748000144958496,660,0.6413,Dry sub-humid
AU-Wom,TERN,EBF,Australia and New Zealand,Oceania,2010,2025,15,4,26.7,FALSE,Subtropical steppe,23,NA,NA,NA,10.663833618164062,1070,1.0042,Humid
AU-APL,OzFlux,WET,Australia and New Zealand,Oceania,2017,2022,5,4,80,FALSE,Temperate mountain system,35,NA,NA,NA,6.072166919708252,1655,1.8931,Humid
AU-DaP,OzFlux,GRA,Australia and New Zealand,Oceania,2008,2013,5,4,80,FALSE,Tropical dry forest,13,NA,NA,NA,27.198333740234375,1174,0.5918,Dry sub-humid
AU-Fle,OzFlux,WSA,Australia and New Zealand,Oceania,2022,2025,3,3,100,FALSE,Tropical shrubland,14,NA,NA,NA,23.47833251953125,664,0.3659,Semi-arid
AU-Otw,OzFlux,GRA,Australia and New Zealand,Oceania,2007,2010,3,3,100,FALSE,Temperate oceanic forest,31,NA,NA,NA,13.79383373260498,876,0.7709,Humid
AU-Lon,OzFlux,GRA,Australia and New Zealand,Oceania,2018,2024,6,3,50,FALSE,Tropical desert,15,NA,NA,NA,23.60183334350586,419,0.1818,Arid
VU-Coc,NA,EBF,Melanesia,Oceania,2001,2004,3,2,66.7,FALSE,Tropical rainforest,11,NA,NA,NA,25.53616714477539,2897,2.0899,Humid
AU-Wrr,OzFlux,EBF,Australia and New Zealand,Oceania,2013,2021,8,2,25,FALSE,Temperate mountain system,35,NA,NA,NA,9.822500228881836,1555,1.6191,Humid
AU-Wel,OzFlux,GRA,Australia and New Zealand,Oceania,2024,2025,1,2,200,FALSE,Subtropical steppe,23,NA,NA,NA,16.652000427246094,652,0.4266,Semi-arid
AU-Ya1,OzFlux,GRA,Australia and New Zealand,Oceania,2023,2025,2,2,100,FALSE,Subtropical humid forest,21,NA,NA,NA,17.332666397094727,843,0.6282,Dry sub-humid
NZ-BFm,OzFlux,GRA,Australia and New Zealand,Oceania,2012,2015,3,2,66.7,FALSE,Temperate oceanic forest,31,NA,NA,NA,11.03616714477539,788,0.765,Humid
AU-Emr,OzFlux,GRA,Australia and New Zealand,Oceania,2011,2013,2,2,100,FALSE,Tropical shrubland,14,NA,NA,NA,22.7189998626709,628,0.3341,Semi-arid
AU-Ya2,OzFlux,GRA,Australia and New Zealand,Oceania,2023,2025,2,2,100,FALSE,Subtropical humid forest,21,NA,NA,NA,17.398000717163086,847,0.624,Dry sub-humid
NZ-Cla,OzFlux,GRA,Australia and New Zealand,Oceania,2022,2025,3,2,66.7,FALSE,Temperate oceanic forest,31,NA,NA,NA,10.782833099365234,790,0.8078,Humid
NZ-BFu,OzFlux,GRA,Australia and New Zealand,Oceania,2012,2014,2,1,50,FALSE,Temperate oceanic forest,31,NA,NA,NA,11.03616714477539,788,0.765,Humid
AU-RDF,OzFlux,WSA,Australia and New Zealand,Oceania,2011,2013,2,1,50,FALSE,Tropical dry forest,13,NA,NA,NA,26.997499465942383,955,0.4674,Semi-arid
AU-Fog,OzFlux,GRA,Australia and New Zealand,Oceania,2006,2008,2,1,50,FALSE,Tropical dry forest,13,NA,NA,NA,27.035999298095703,1466,0.7933,Humid
AU-Sno,OzFlux,EBF,Australia and New Zealand,Oceania,2024,2025,1,1,100,FALSE,Temperate mountain system,35,NA,NA,NA,6.3441667556762695,1664,1.7852,Humid
AU-Ade,OzFlux,WSA,Australia and New Zealand,Oceania,2007,2009,2,1,50,FALSE,Tropical dry forest,13,NA,NA,NA,27.22916603088379,1409,0.7246,Humid
AU-MvB,OzFlux,CRO,Australia and New Zealand,Oceania,2024,2024,0,1,NA,FALSE,Subtropical steppe,23,NA,NA,NA,18.441499710083008,620,0.3594,Semi-arid
AU-MvA,OzFlux,CRO,Australia and New Zealand,Oceania,2023,2024,1,1,100,FALSE,Subtropical steppe,23,NA,NA,NA,18.55683326721191,626,0.3707,Semi-arid
