site_id,location_lat,location_long,trendy_nee_iav_value,trendy_nee_iav_method,trendy_nee_iav_bin,trendy_nee_iav_bin_label,trendy_nee_iav_bin_30
DE-Msr,47.80918,11.456168,42.40987777709961,exact,5,42.1–54.4 gC m-2 yr-1,16
DE-Kli,50.893044,13.5223,56.02064514160156,exact,6,54.4–70.9 gC m-2 yr-1,21
DE-Hzd,50.96381,13.48978,49.15177154541016,exact,5,42.1–54.4 gC m-2 yr-1,19
DE-HoH,52.08656,11.22235,69.9301528930664,exact,6,54.4–70.9 gC m-2 yr-1,25
DE-Har,47.93391,7.59814,56.92365264892578,exact,6,54.4–70.9 gC m-2 yr-1,22
DE-Hai,51.079212,10.452168,64.78155517578125,exact,6,54.4–70.9 gC m-2 yr-1,24
DE-Gwg,47.570835,11.032604,42.40987777709961,exact,5,42.1–54.4 gC m-2 yr-1,16
DE-GsB,52.029648,11.10478,69.9301528930664,exact,6,54.4–70.9 gC m-2 yr-1,25
DE-Gri,50.950005,13.512533,56.02064514160156,exact,6,54.4–70.9 gC m-2 yr-1,21
DE-Geb,51.09973,10.91463,69.19615173339844,exact,6,54.4–70.9 gC m-2 yr-1,25
DE-Fen,47.832905,11.060701,42.40987777709961,exact,5,42.1–54.4 gC m-2 yr-1,16
DE-Brs,52.29663,10.44871,63.77831268310547,exact,6,54.4–70.9 gC m-2 yr-1,24
DE-Amv,52.1757,6.95537,53.549034118652344,exact,5,42.1–54.4 gC m-2 yr-1,20
CZ-wet,49.02465,14.77035,47.036380767822266,exact,5,42.1–54.4 gC m-2 yr-1,18
CZ-Lnz,48.68155,16.946331,49.407745361328125,exact,5,42.1–54.4 gC m-2 yr-1,19
CZ-BK1,49.502075,18.536882,41.18720245361328,exact,4,31.9–42.1 gC m-2 yr-1,16
CH-Dav,46.81533,9.85591,33.9597053527832,exact,4,31.9–42.1 gC m-2 yr-1,12
CD-Ygb,0.814444,24.502472,43.90672302246094,exact,5,42.1–54.4 gC m-2 yr-1,17
BE-Vie,50.304962,5.998099,54.98711013793945,exact,6,54.4–70.9 gC m-2 yr-1,21
BE-Maa,50.97987,5.631851,50.61510467529297,exact,5,42.1–54.4 gC m-2 yr-1,19
BE-Lon,50.55162,4.746234,59.07903289794922,exact,6,54.4–70.9 gC m-2 yr-1,22
BE-Dor,50.311874,4.968113,48.67517852783203,exact,5,42.1–54.4 gC m-2 yr-1,19
BE-Bra,51.30761,4.51984,61.55887222290039,exact,6,54.4–70.9 gC m-2 yr-1,23
VU-Coc,-15.444423,167.19131,207.1141815185547,exact,7,>70.9 gC m-2 yr-1,30
ML-Kem,15.2875,-1.543056,28.226442337036133,exact,3,21.3–31.9 gC m-2 yr-1,9
KE-Mkt,-3.425859,38.140663,97.374664306640625,exact,7,>70.9 gC m-2 yr-1,29
KE-Kpt,-1.6141866,37.13311,71.89302062988281,exact,7,>70.9 gC m-2 yr-1,26
KE-Chk,-3.6663,38.350185,106.95777893066406,exact,7,>70.9 gC m-2 yr-1,30
KE-Aq2,-1.566199,37.100166,71.89302062988281,exact,7,>70.9 gC m-2 yr-1,26
KE-Aq1,-1.57781,37.067047,71.89302062988281,exact,7,>70.9 gC m-2 yr-1,26
IT-SR2,43.73202,10.29091,52.1485481262207,exact,5,42.1–54.4 gC m-2 yr-1,20
ID-JOP,-1.69306,103.39139,86.7739486694336,exact,7,>70.9 gC m-2 yr-1,28
CR-AqC,9.938369,-83.7289,55.593994140625,exact,6,54.4–70.9 gC m-2 yr-1,21
CN-SnB,31.6905,121.6563,45.11442565917969,exact,5,42.1–54.4 gC m-2 yr-1,17
CN-Sb2,42.39117,117.37017,37.27970504760742,exact,4,31.9–42.1 gC m-2 yr-1,14
CN-Sb1,42.40907,117.31461,37.27970504760742,exact,4,31.9–42.1 gC m-2 yr-1,14
BW-Nxr,-19.548056,23.179167,48.236324310302734,exact,5,42.1–54.4 gC m-2 yr-1,18
BW-Gum,-18.964722,22.37111,48.203392028808594,exact,5,42.1–54.4 gC m-2 yr-1,18
BJ-Nhu,9.74,1.6,41.51643753051758,exact,4,31.9–42.1 gC m-2 yr-1,16
BJ-Db1,6.607338,2.543043,58.62825393676758,exact,6,54.4–70.9 gC m-2 yr-1,22
BJ-Bfg,9.791,1.718,41.51643753051758,exact,4,31.9–42.1 gC m-2 yr-1,16
ZM-Mon,-15.4391,23.2525,65.62340545654297,exact,6,54.4–70.9 gC m-2 yr-1,24
UK-HpF,52.24809,-0.0498267,63.01848983764648,exact,6,54.4–70.9 gC m-2 yr-1,24
UK-HgF,52.552177,0.515057,72.101837158203125,exact,7,>70.9 gC m-2 yr-1,26
UK-Gwr,54.85464,-5.988278,22.041160583496097,exact,3,21.3–31.9 gC m-2 yr-1,7
UK-Gnn,54.96185,-6.760763,34.40928268432617,exact,4,31.9–42.1 gC m-2 yr-1,12
UK-GaB,55.10994,-6.529928,18.318689346313477,exact,2,5.0–21.3 gC m-2 yr-1,5
UK-Cvn,52.43339,0.162177,77.66748046875,exact,7,>70.9 gC m-2 yr-1,27
UK-CCr,52.2542,-3.93357,35.79903030395508,exact,4,31.9–42.1 gC m-2 yr-1,13
UK-BnB,54.82326,-6.66984,34.40928268432617,exact,4,31.9–42.1 gC m-2 yr-1,12
UK-Ags,53.3097,-4.30044,30.74314308166504,exact,3,21.3–31.9 gC m-2 yr-1,11
SN-Nkr,14.49581,-16.45357,38.45710754394531,exact,4,31.9–42.1 gC m-2 yr-1,14
SN-Dhr,15.40256,-15.43214,38.76972198486328,exact,4,31.9–42.1 gC m-2 yr-1,14
SJ-Adv,78.186,15.923,0.6241936683654785,exact,1,0–5 gC m-2 yr-1,1
SE-Trb,64.180916,19.837284,44.53844451904297,exact,5,42.1–54.4 gC m-2 yr-1,17
SE-St1,68.35415,19.050333,17.753250122070312,exact,2,5.0–21.3 gC m-2 yr-1,5
SE-Srj,64.17498,19.56381,44.53844451904297,exact,5,42.1–54.4 gC m-2 yr-1,17
SE-Ros,64.16522,19.79074,44.53844451904297,exact,5,42.1–54.4 gC m-2 yr-1,17
SE-Hmr,64.15955,19.551497,44.53844451904297,exact,5,42.1–54.4 gC m-2 yr-1,17
SE-HfM,64.15955,19.551497,44.53844451904297,exact,5,42.1–54.4 gC m-2 yr-1,17
SD-Dem,13.2829,30.4783,27.595870971679688,exact,3,21.3–31.9 gC m-2 yr-1,9
RU-Ha1,54.72517,90.00215,30.178674697875977,exact,3,21.3–31.9 gC m-2 yr-1,10
RU-Fyo,56.46153,32.922085,54.028594970703125,exact,5,42.1–54.4 gC m-2 yr-1,21
RU-Fy4,56.4727,33.0413,59.994590759277344,exact,6,54.4–70.9 gC m-2 yr-1,23
RU-Fy3,56.4435,33.0478,59.994590759277344,exact,6,54.4–70.9 gC m-2 yr-1,23
RU-Fy2,56.4476,32.90188,54.028594970703125,exact,5,42.1–54.4 gC m-2 yr-1,21
RU-Che,68.61304,161.34143,12.271635055541992,exact,2,5.0–21.3 gC m-2 yr-1,3
RU-Ch2,68.61689,161.35089,12.271635055541992,exact,2,5.0–21.3 gC m-2 yr-1,3
PA-SPs,9.31378,-79.63143,34.816104888916016,exact,4,31.9–42.1 gC m-2 yr-1,13
PA-SPn,9.31814,-79.6346,34.816104888916016,exact,4,31.9–42.1 gC m-2 yr-1,13
NO-Ikr,69.34,25.3,33.70724105834961,exact,4,31.9–42.1 gC m-2 yr-1,12
NO-Fns,60.59384,7.5271025,15.554174423217772,exact,2,5.0–21.3 gC m-2 yr-1,4
NO-And,69.1422,16.01975,21.082517623901367,exact,2,5.0–21.3 gC m-2 yr-1,6
NL-Vkp,51.980934,5.618825,56.2205810546875,exact,6,54.4–70.9 gC m-2 yr-1,21
NL-Hrw,51.972466,5.641228,56.2205810546875,exact,6,54.4–70.9 gC m-2 yr-1,21
IT-SRo,43.72786,10.284445,52.1485481262207,exact,5,42.1–54.4 gC m-2 yr-1,20
IT-PT1,45.20087,9.061039,79.16117095947266,exact,7,>70.9 gC m-2 yr-1,27
IT-NiG,45.51919,7.171434,34.065650939941406,exact,4,31.9–42.1 gC m-2 yr-1,12
IT-MtM,46.687134,10.579597,26.59264373779297,exact,3,21.3–31.9 gC m-2 yr-1,9
IT-Lav,45.9562,11.28132,59.2973518371582,exact,6,54.4–70.9 gC m-2 yr-1,22
IT-CA3,42.38,12.0222,54.64630508422851,exact,6,54.4–70.9 gC m-2 yr-1,21
IT-CA2,42.37722,12.026039,54.64630508422851,exact,6,54.4–70.9 gC m-2 yr-1,21
IT-CA1,42.38041,12.026561,54.64630508422851,exact,6,54.4–70.9 gC m-2 yr-1,21
IT-Bsn,45.11924,7.160429,43.15439987182617,exact,5,42.1–54.4 gC m-2 yr-1,16
IT-BsB,45.11823,7.161995,43.15439987182617,exact,5,42.1–54.4 gC m-2 yr-1,16
IT-Arz,45.61902,10.00228,55.64316177368164,exact,6,54.4–70.9 gC m-2 yr-1,21
IL-Yat,31.345045,35.051987,28.296772003173828,exact,3,21.3–31.9 gC m-2 yr-1,9
IL-RmH,32.5555,34.947285,36.42707824707031,exact,4,31.9–42.1 gC m-2 yr-1,13
IE-Gwr,52.6365,-7.011306,43.37502670288086,exact,5,42.1–54.4 gC m-2 yr-1,16
IE-CaN,52.85879,-6.918136,39.52168273925781,exact,4,31.9–42.1 gC m-2 yr-1,15
IE-CaC,52.85879,-6.918136,39.52168273925781,exact,4,31.9–42.1 gC m-2 yr-1,15
GH-Ank,5.268543,-2.694206,61.98714828491211,exact,6,54.4–70.9 gC m-2 yr-1,23
FR-Nzn,48.005814,-2.81721,55.76102828979492,exact,6,54.4–70.9 gC m-2 yr-1,21
FR-Mau,43.385,1.29306,59.21127700805664,exact,6,54.4–70.9 gC m-2 yr-1,22
FR-LBr,44.71711,-0.7693,73.2486801147461,exact,7,>70.9 gC m-2 yr-1,26
FI-Sar,63.15143,27.199064,40.53716278076172,exact,4,31.9–42.1 gC m-2 yr-1,15
FI-Ruk,64.68398,25.106318,50.17327499389648,exact,5,42.1–54.4 gC m-2 yr-1,19
FI-Rk2,61.182884,25.262684,38.289512634277344,exact,4,31.9–42.1 gC m-2 yr-1,14
FI-Qvd,60.295242,22.391607,29.970354080200195,exact,3,21.3–31.9 gC m-2 yr-1,10
FI-Pap,63.13806,27.246117,40.53716278076172,exact,4,31.9–42.1 gC m-2 yr-1,15
FI-Nsv,62.8639,24.08382,47.7381706237793,exact,5,42.1–54.4 gC m-2 yr-1,18
FI-Jok,60.8986,23.51345,58.0905876159668,exact,6,54.4–70.9 gC m-2 yr-1,22
ES-Yst,38.338932,-2.3506052,50.960693359375,exact,5,42.1–54.4 gC m-2 yr-1,20
ES-VDA,42.15111,1.4473800000000001,68.14273834228516,exact,6,54.4–70.9 gC m-2 yr-1,25
ES-TzM,39.265785,-1.9397246,39.20989608764648,exact,4,31.9–42.1 gC m-2 yr-1,15
ES-Srn,40.15047,-0.8380832,49.49042892456055,exact,5,42.1–54.4 gC m-2 yr-1,19
ES-Pzb,38.362118,-4.767329,55.47065353393555,exact,6,54.4–70.9 gC m-2 yr-1,21
ES-Pdu,37.016975,-3.609228,37.07941818237305,exact,4,31.9–42.1 gC m-2 yr-1,14
ES-Mzn,40.089497,-0.827409,49.49042892456055,exact,5,42.1–54.4 gC m-2 yr-1,19
ES-MtN,36.99234,-6.4826016,49.39533996582031,exact,5,42.1–54.4 gC m-2 yr-1,19
ES-MtB,37.020206,-6.5544033,51.541290283203125,exact,5,42.1–54.4 gC m-2 yr-1,20
ES-Mcd,39.58819,-0.39969,54.396575927734375,exact,5,42.1–54.4 gC m-2 yr-1,21
ES-LM2,39.934593,-5.775881,46.196258544921875,exact,5,42.1–54.4 gC m-2 yr-1,18
ES-LM1,39.94269,-5.778683,46.196258544921875,exact,5,42.1–54.4 gC m-2 yr-1,18
ES-LJu,36.926594,-2.752115,32.72272872924805,exact,4,31.9–42.1 gC m-2 yr-1,12
ES-Hen,38.411087,-1.697534,43.473777770996094,exact,5,42.1–54.4 gC m-2 yr-1,17
ES-HeB,38.40475,-1.726215,43.473777770996094,exact,5,42.1–54.4 gC m-2 yr-1,17
ES-HdD,38.49679,-5.111296,51.52048873901367,exact,5,42.1–54.4 gC m-2 yr-1,20
ES-Gdn,37.91084,-3.228489,39.12420272827149,exact,4,31.9–42.1 gC m-2 yr-1,15
ES-FtD,36.99854,-6.434575,49.39533996582031,exact,5,42.1–54.4 gC m-2 yr-1,19
ES-Dnn,36.9968,-6.5118,37.393798828125,exact,4,31.9–42.1 gC m-2 yr-1,14
ES-Crg,39.11926,-0.95852,50.69047546386719,exact,5,42.1–54.4 gC m-2 yr-1,19
ES-Cnd,37.914997,-3.227659,39.12420272827149,exact,4,31.9–42.1 gC m-2 yr-1,15
ES-Amo,36.833405,-2.2522173,21.89553451538086,exact,3,21.3–31.9 gC m-2 yr-1,6
ES-Agu,36.939384,-2.034044,21.89553451538086,exact,3,21.3–31.9 gC m-2 yr-1,6
ES-Abr,38.70184,-6.785881,50.371681213378906,exact,5,42.1–54.4 gC m-2 yr-1,19
EE-Stg,58.023636,26.070753,56.22913360595703,exact,6,54.4–70.9 gC m-2 yr-1,21
EE-Rng,57.913143,26.694048,45.39779281616211,exact,5,42.1–54.4 gC m-2 yr-1,17
EE-Pts,58.562298,24.369932,57.196327209472656,exact,6,54.4–70.9 gC m-2 yr-1,22
DK-Fou,56.4842,9.58722,62.70928192138672,exact,6,54.4–70.9 gC m-2 yr-1,24
DK-Eng,55.69053,12.19175,56.34376525878906,exact,6,54.4–70.9 gC m-2 yr-1,21
DE-Zrk,53.875942,12.88901,68.4772720336914,exact,6,54.4–70.9 gC m-2 yr-1,25
DE-Spw,51.89225,14.03369,61.57086181640625,exact,6,54.4–70.9 gC m-2 yr-1,23
DE-SfS,47.80629,11.32757,42.40987777709961,exact,5,42.1–54.4 gC m-2 yr-1,16
DE-Seh,50.870625,6.449653,44.152530670166016,exact,5,42.1–54.4 gC m-2 yr-1,17
DE-SbM,51.764927,10.51799,55.11741256713867,exact,6,54.4–70.9 gC m-2 yr-1,21
DE-RuM,50.929787,6.2969923,44.152530670166016,exact,5,42.1–54.4 gC m-2 yr-1,17
DE-RuC,50.5031,6.336,44.152530670166016,exact,5,42.1–54.4 gC m-2 yr-1,17
DE-Rns,51.494953,9.932118,58.83162307739258,exact,6,54.4–70.9 gC m-2 yr-1,22
DE-Obe,50.7864,13.72168,56.02064514160156,exact,6,54.4–70.9 gC m-2 yr-1,21
DE-Lnf,51.328217,10.3678,64.78155517578125,exact,6,54.4–70.9 gC m-2 yr-1,24
DE-Lkb,49.099617,13.3046665,45.57429122924805,exact,5,42.1–54.4 gC m-2 yr-1,17
DE-Hte,54.213055,12.179944,40.222755432128906,exact,4,31.9–42.1 gC m-2 yr-1,15
DE-Hdn,53.86825,13.268543,69.31431579589844,exact,6,54.4–70.9 gC m-2 yr-1,25
DE-Etn,48.268486,7.878243,68.03113555908203,exact,6,54.4–70.9 gC m-2 yr-1,25
DE-Akm,53.86617,13.68342,68.30003356933594,exact,6,54.4–70.9 gC m-2 yr-1,25
CZ-Stn,49.035976,17.9699,45.723358154296875,exact,5,42.1–54.4 gC m-2 yr-1,17
CZ-RAJ,49.44372,16.696512,54.23108673095703,exact,5,42.1–54.4 gC m-2 yr-1,21
CZ-LnG,48.704224,16.926247,49.407745361328125,exact,5,42.1–54.4 gC m-2 yr-1,19
CZ-KrP,49.573257,15.078773,56.621463775634766,exact,6,54.4–70.9 gC m-2 yr-1,22
CZ-BK2,49.49443,18.54285,51.19175338745117,exact,5,42.1–54.4 gC m-2 yr-1,20
CH-Tnk,47.48058,8.911775,44.98716354370117,exact,5,42.1–54.4 gC m-2 yr-1,17
CH-Rtb,47.3804,8.9934,44.98716354370117,exact,5,42.1–54.4 gC m-2 yr-1,17
CH-Rh2,47.3,9.5,43.28763961791992,exact,5,42.1–54.4 gC m-2 yr-1,16
CH-Rh1,47.3,9.5,43.28763961791992,exact,5,42.1–54.4 gC m-2 yr-1,16
CH-Oe3,47.28542,7.732438,50.23239517211914,exact,5,42.1–54.4 gC m-2 yr-1,19
CH-Oe2,47.286415,7.73375,50.23239517211914,exact,5,42.1–54.4 gC m-2 yr-1,19
CH-Oe1,47.28583,7.731944,50.23239517211914,exact,5,42.1–54.4 gC m-2 yr-1,19
CH-Lae,47.478333,8.364389,45.52302551269531,exact,5,42.1–54.4 gC m-2 yr-1,17
CH-Fru,47.115833,8.537778,44.98716354370117,exact,5,42.1–54.4 gC m-2 yr-1,17
CH-Frk,46.577637,8.421592,31.072772979736328,exact,3,21.3–31.9 gC m-2 yr-1,11
CH-For,46.527206,6.7595406,43.721412658691406,exact,5,42.1–54.4 gC m-2 yr-1,17
CH-Crs,47.0436,7.0475,52.924285888671875,exact,5,42.1–54.4 gC m-2 yr-1,20
CH-Cha,47.21022,8.410444,45.52302551269531,exact,5,42.1–54.4 gC m-2 yr-1,17
CH-Aws,46.58311,9.790639,33.9597053527832,exact,4,31.9–42.1 gC m-2 yr-1,12
CG-Tch,-4.2891665,11.656417,50.66840744018555,exact,5,42.1–54.4 gC m-2 yr-1,19
BE-Lcr,51.11218,3.85043,54.19868087768555,exact,5,42.1–54.4 gC m-2 yr-1,21
AT-Zoe,47.842247,14.444137,42.11095428466797,exact,5,42.1–54.4 gC m-2 yr-1,16
AT-PsM,47.58145,14.347197,42.11095428466797,exact,5,42.1–54.4 gC m-2 yr-1,16
AT-Nsd,47.76914,16.758492,57.992401123046875,exact,6,54.4–70.9 gC m-2 yr-1,22
AT-Neu,47.116318,11.320229,35.680198669433594,exact,4,31.9–42.1 gC m-2 yr-1,13
AT-Mmg,47.316563,10.970089,32.9818000793457,exact,4,31.9–42.1 gC m-2 yr-1,12
CN-Zha,38.97514,100.4464,10.811590194702148,exact,2,5.0–21.3 gC m-2 yr-1,3
CN-Yuc,36.8287,116.5701,45.7232780456543,exact,5,42.1–54.4 gC m-2 yr-1,17
CN-You,38.01419,100.24206,15.728437423706056,exact,2,5.0–21.3 gC m-2 yr-1,4
CN-Yan,37.82861,107.49278,41.001930236816406,exact,4,31.9–42.1 gC m-2 yr-1,15
CN-YaS,37.70877,107.22655,41.001930236816406,exact,4,31.9–42.1 gC m-2 yr-1,15
CN-Xi2,43.55444,116.6714,28.189359664916992,exact,3,21.3–31.9 gC m-2 yr-1,9
CN-Wnb,40.42876,106.74229,14.929871559143066,exact,2,5.0–21.3 gC m-2 yr-1,4
CN-Sdq,42.00119,101.13741,0.3936249911785126,exact,1,0–5 gC m-2 yr-1,1
CN-Qng,33.46807,108.49102,46.27263641357422,exact,5,42.1–54.4 gC m-2 yr-1,18
CN-Nmn,42.94611,120.72694,33.02229309082031,exact,4,31.9–42.1 gC m-2 yr-1,12
CN-Mxn,31.6948,103.8951,36.18243789672851,exact,4,31.9–42.1 gC m-2 yr-1,13
CN-Lch,37.88936,114.69289,36.286651611328125,exact,4,31.9–42.1 gC m-2 yr-1,13
CN-Jzh,41.14806,121.20167,48.1234016418457,exact,5,42.1–54.4 gC m-2 yr-1,18
CN-Jng,37.83869,101.1145,15.018617630004885,exact,2,5.0–21.3 gC m-2 yr-1,4
CN-Huz,38.76519,100.3186,10.811590194702148,exact,2,5.0–21.3 gC m-2 yr-1,3
CN-HeM,41.99029,101.13349,0.41269877552986145,exact,1,0–5 gC m-2 yr-1,1
CN-HeD,42.1135,100.9872,0.21802707016468048,exact,1,0–5 gC m-2 yr-1,1
CN-HaW,37.607655,101.32899,15.018617630004885,exact,2,5.0–21.3 gC m-2 yr-1,4
CN-Ha2,37.6086,101.3269,15.018617630004885,exact,2,5.0–21.3 gC m-2 yr-1,4
CN-GuT,34.35481,100.4872,11.848326683044434,exact,2,5.0–21.3 gC m-2 yr-1,3
CN-Erg,50.1869,119.3889,33.89810562133789,exact,4,31.9–42.1 gC m-2 yr-1,12
CN-Dzo,19.546,109.475,38.73168182373047,exact,4,31.9–42.1 gC m-2 yr-1,14
CN-Du2,42.0467,116.2836,29.0601863861084,exact,3,21.3–31.9 gC m-2 yr-1,10
CN-Dsh,38.83992,98.9406,5.753652095794678,exact,2,5.0–21.3 gC m-2 yr-1,2
CN-Dmn,38.85551,100.37223,10.811590194702148,exact,2,5.0–21.3 gC m-2 yr-1,3
CN-Din,23.1733,112.5361,49.52372360229492,exact,5,42.1–54.4 gC m-2 yr-1,19
CN-Dda,41.64397,110.33147,20.682897567749023,exact,2,5.0–21.3 gC m-2 yr-1,6
CN-Dan,30.4978,91.0664,20.307825088500977,exact,2,5.0–21.3 gC m-2 yr-1,6
CN-DaW,30.4691,91.0624,20.307825088500977,exact,2,5.0–21.3 gC m-2 yr-1,6
CN-BeO,40.02621,116.39143,43.54001998901367,exact,5,42.1–54.4 gC m-2 yr-1,17
CN-Ash,24.53806,101.02917,66.5440444946289,exact,6,54.4–70.9 gC m-2 yr-1,25
CN-Aro,38.04734,100.46432,15.728437423706056,exact,2,5.0–21.3 gC m-2 yr-1,4
NZ-BFm,-43.593528,171.929611,89.121124267578125,exact,7,>70.9 gC m-2 yr-1,28
AU-Fog,-12.5452,131.3072,104.62977600097656,exact,7,>70.9 gC m-2 yr-1,29
AU-Rgf,-32.506102,116.966827,47.90945053100586,exact,5,42.1–54.4 gC m-2 yr-1,18
AU-Dry,-15.2588,132.3706,78.772796630859375,exact,7,>70.9 gC m-2 yr-1,27
NZ-BFu,-43.591833,171.926833,89.121124267578125,exact,7,>70.9 gC m-2 yr-1,28
AU-Wgt,-42.09139,147.07944,87.1514892578125,exact,7,>70.9 gC m-2 yr-1,28
AU-APL,-36.862222,147.320833,114.90354919433594,exact,7,>70.9 gC m-2 yr-1,30
AU-Col,-33.42,116.237,78.54926300048828,exact,7,>70.9 gC m-2 yr-1,27
AU-Ctr,-16.103219,145.446922,90.015625,exact,7,>70.9 gC m-2 yr-1,28
AU-Gin,-31.376351,115.71377,58.41329574584961,exact,6,54.4–70.9 gC m-2 yr-1,22
NZ-ADw,-43.64935,172.34952,58.43816757202149,exact,6,54.4–70.9 gC m-2 yr-1,22
NZ-Kop,-37.387875,175.55389,51.993892669677734,exact,5,42.1–54.4 gC m-2 yr-1,20
AU-GWW,-30.1914,120.65417,26.77400016784668,exact,3,21.3–31.9 gC m-2 yr-1,9
NZ-Lau,-45.038904,169.681109,38.11355209350586,exact,4,31.9–42.1 gC m-2 yr-1,14
AU-Lit,-13.17904,130.79455,76.7517318725586,exact,7,>70.9 gC m-2 yr-1,27
AU-Emr,-23.85872,148.4746,64.9056625366211,exact,6,54.4–70.9 gC m-2 yr-1,24
AU-How,-12.4952,131.15005,80.72465515136719,exact,7,>70.9 gC m-2 yr-1,27
AU-Rob,-17.11746943,145.6301375,98.32994079589844,exact,7,>70.9 gC m-2 yr-1,29
AU-Sno,-36.375649,148.43585,105.05025482177734,exact,7,>70.9 gC m-2 yr-1,30
AU-DaS,-14.1592,131.3881,86.56181335449219,exact,7,>70.9 gC m-2 yr-1,28
AU-Whr,-36.6732,145.0294,88.3248062133789,exact,7,>70.9 gC m-2 yr-1,28
AU-Wom,-37.422506,144.094046,95.95996856689452,exact,7,>70.9 gC m-2 yr-1,29
AU-Tum,-35.6566,148.1516,104.82339477539062,exact,7,>70.9 gC m-2 yr-1,30
AU-Cpr,-34.0027,140.5877,24.76468849182129,exact,3,21.3–31.9 gC m-2 yr-1,8
NZ-ADd,-43.64405,172.35465,58.43816757202149,exact,6,54.4–70.9 gC m-2 yr-1,22
AU-Ya1,-33.613469,150.734864,102.77889251708984,exact,7,>70.9 gC m-2 yr-1,29
AU-MvA,-30.543,150.02,86.405242919921875,exact,7,>70.9 gC m-2 yr-1,28
AU-Ync,-34.9878,146.2908,59.644283294677734,exact,6,54.4–70.9 gC m-2 yr-1,23
AU-MvB,-30.697,150.09,86.405242919921875,exact,7,>70.9 gC m-2 yr-1,28
AU-Rig,-36.6499,145.5759,91.47701263427734,exact,7,>70.9 gC m-2 yr-1,29
AU-Wrr,-43.09502,146.65452,66.09375762939453,exact,6,54.4–70.9 gC m-2 yr-1,24
AU-Wac,-37.4259,145.1878,95.8881607055664,exact,7,>70.9 gC m-2 yr-1,29
NZ-Oxf,-43.2609,172.21588,45.749610900878906,exact,5,42.1–54.4 gC m-2 yr-1,17
AU-Cum,-33.615278000000004,150.723611,102.77889251708984,exact,7,>70.9 gC m-2 yr-1,29
AU-TTE,-22.287,133.64,36.68415832519531,exact,4,31.9–42.1 gC m-2 yr-1,13
AU-Otw,-38.525,142.81,47.51198196411133,exact,5,42.1–54.4 gC m-2 yr-1,18
AU-Wel,-32.5727,148.9843,89.08380126953125,exact,7,>70.9 gC m-2 yr-1,28
AU-Cow,-16.238189,145.42715,90.015625,exact,7,>70.9 gC m-2 yr-1,28
NZ-Cla,-43.78628,171.59558,89.121124267578125,exact,7,>70.9 gC m-2 yr-1,28
AU-RDF,-14.563639,132.477567,86.57793426513672,exact,7,>70.9 gC m-2 yr-1,28
AU-Stp,-17.1507,133.3502,33.32110595703125,exact,4,31.9–42.1 gC m-2 yr-1,12
AU-Sam,-27.38806,152.87778,150.64134216308594,exact,7,>70.9 gC m-2 yr-1,30
AU-Lox,-34.47035,140.65512,24.76468849182129,exact,3,21.3–31.9 gC m-2 yr-1,8
AU-Ya2,-33.620812,150.763284,102.77889251708984,exact,7,>70.9 gC m-2 yr-1,29
AU-Sil,-42.090556,147.0875,87.1514892578125,exact,7,>70.9 gC m-2 yr-1,28
AU-Ade,-13.0769,131.1178,95.2620086669922,exact,7,>70.9 gC m-2 yr-1,29
AU-Lon,-23.52327,144.31042,45.623252868652344,exact,5,42.1–54.4 gC m-2 yr-1,17
NZ-ScF,-37.46,175.22,64.9305648803711,exact,6,54.4–70.9 gC m-2 yr-1,24
AU-Boy,-32.477093000000004,116.938559,48.43199157714844,exact,5,42.1–54.4 gC m-2 yr-1,19
AU-Fle,-19.887285,146.189138,111.85671997070312,exact,7,>70.9 gC m-2 yr-1,30
AU-ASM,-22.283,133.249,32.19010543823242,exact,4,31.9–42.1 gC m-2 yr-1,11
AU-DaP,-14.0633,131.3181,86.56181335449219,exact,7,>70.9 gC m-2 yr-1,28
